Date,Open,High,Low,Close,Volume
2015-10-14 15:29:59.712,24960,25200,24740,25080,175051
2015-10-15 15:29:59.712,24880,25640,24860,25380,248503
2015-10-16 15:29:59.712,25300,25380,25180,25300,143968
2015-10-19 15:29:59.712,25140,25300,24980,25120,117070
2015-10-20 15:29:59.712,25200,25460,25120,25320,150347
2015-10-21 15:29:59.712,25300,25640,25180,25400,139567
2015-10-22 15:29:59.712,25600,25900,25380,25600,230673
2015-10-23 15:29:59.712,26000,26000,25560,25780,263071
2015-10-26 15:29:59.712,25960,25960,25440,25840,152165
2015-10-27 15:29:59.712,25640,25980,25620,25960,132241
2015-10-28 15:29:59.712,25880,26160,25820,26160,271303
2015-10-29 15:29:59.712,26600,27840,26480,26500,630471
2015-10-30 15:29:59.712,26900,27800,26820,27440,509385
2015-11-02 15:29:59.712,27700,27860,27480,27660,386546
2015-11-03 15:29:59.712,27620,27620,27000,27040,301840
2015-11-04 15:29:59.712,27040,27220,26520,26600,281070
2015-11-05 15:29:59.712,26600,27080,26600,26840,173042
2015-11-06 15:29:59.712,26860,26960,26600,26760,164322
2015-11-09 15:29:59.712,26760,26880,26420,26880,185661
2015-11-10 15:29:59.712,26720,26820,26280,26420,197551
2015-11-11 15:29:59.712,26420,26900,26420,26660,140449
2015-11-12 15:29:59.712,26660,26680,26340,26340,157417
2015-11-13 15:29:59.712,26340,26340,26000,26000,177677
2015-11-16 15:29:59.712,25820,25820,25260,25260,275705
2015-11-17 15:29:59.712,25500,25800,25400,25400,186184
2015-11-18 15:29:59.712,25440,25800,25440,25620,167735
2015-11-19 15:29:59.712,25800,25800,25420,25780,192850
2015-11-20 15:29:59.712,25780,25920,25560,25700,168720
2015-11-23 15:29:59.712,25700,26040,25620,25640,198820
2015-11-24 15:29:59.712,25640,26100,25640,25980,159560
2015-11-25 15:29:59.712,26000,26200,25980,25980,142627
2015-11-26 15:29:59.712,25980,26800,25980,26700,185800
2015-11-27 15:29:59.712,26900,26980,26540,26540,169854
2015-11-30 15:29:59.712,26500,26500,25680,25680,534006
2015-12-01 15:29:59.712,25880,26440,25760,26420,252113
2015-12-02 15:29:59.712,26420,26440,25880,26000,229628
2015-12-03 15:29:59.712,25900,25940,25720,25800,166695
2015-12-04 15:29:59.712,25500,25600,25340,25380,192711
2015-12-07 15:29:59.712,25380,25500,25240,25240,196107
2015-12-08 15:29:59.712,25240,25440,25240,25240,138322
2015-12-09 15:29:59.712,25240,25500,25240,25260,181812
2015-12-10 15:29:59.712,25260,25860,25260,25660,303867
2015-12-11 15:29:59.712,25660,25900,25440,25680,206729
2015-12-14 15:29:59.712,25460,25460,25100,25220,222801
2015-12-15 15:29:59.712,25220,25600,25200,25540,175494
2015-12-16 15:29:59.712,25560,26200,25560,25980,207962
2015-12-17 15:29:59.712,26020,26160,25500,25800,174677
2015-12-18 15:29:59.712,25300,25760,25280,25560,168369
2015-12-21 15:29:59.712,25560,25700,25220,25600,160466
2015-12-22 15:29:59.712,25600,25840,25340,25840,206192
2015-12-23 15:29:59.712,25840,25980,25640,25900,207148
2015-12-24 15:29:59.712,25900,26000,25700,25700,156151
2015-12-28 15:29:59.712,25700,25780,25320,25320,227230
2015-12-29 15:29:59.712,25300,25320,24820,25080,232944
2015-12-30 15:29:59.712,25200,25440,25080,25200,203958
2016-01-04 15:29:59.712,25200,25200,24100,24100,306939
2016-01-05 15:29:59.712,24040,24360,23720,24160,216002
2016-01-06 15:29:59.712,24160,24160,23360,23500,366752
2016-01-07 15:29:59.712,23320,23660,23020,23260,282388
2016-01-08 15:29:59.712,23260,23720,23260,23420,257763
2016-01-11 15:29:59.712,23120,23320,22920,23040,241277
2016-01-12 15:29:59.712,22960,23320,22880,22920,206283
2016-01-13 15:29:59.712,23060,23180,22960,22960,143316
2016-01-14 15:29:59.712,22620,22840,22620,22760,209022
2016-01-15 15:29:59.712,22800,23040,22480,22640,209464
2016-01-18 15:29:59.712,21760,22660,21760,22520,320214
2016-01-19 15:29:59.712,22560,23420,22560,23420,207242
2016-01-20 15:29:59.712,23200,23200,22640,22760,167052
2016-01-21 15:29:59.712,22660,23100,22500,22620,190352
2016-01-25 15:29:59.712,23440,23520,23120,23240,159913
2016-01-26 15:29:59.712,23100,23140,22720,22740,152399
2016-01-27 15:29:59.712,22520,23500,22520,23500,276237
2016-01-28 15:29:59.712,23280,23360,22780,22900,315912
2016-01-29 15:29:59.712,22800,23000,22320,23000,436983
2016-02-01 15:29:59.712,23040,23260,23020,23260,259979
2016-02-03 15:29:59.712,23000,23040,22740,22920,174507
2016-02-04 15:29:59.712,23000,23220,22960,23120,247959
2016-02-05 15:29:59.712,23120,23380,23120,23280,188094
2016-02-11 15:29:59.712,22360,22740,22360,22600,305262
2016-02-12 15:29:59.712,22600,23020,22440,22600,256232
2016-02-15 15:29:59.712,23080,23200,22880,23080,183146
2016-02-16 15:29:59.712,23160,23580,23140,23360,180401
2016-02-17 15:29:59.712,23580,24020,23380,23700,246062
2016-02-18 15:29:59.712,24060,24060,23560,23740,222481
2016-02-19 15:29:59.712,23740,23900,23480,23800,176852
2016-02-23 15:29:59.712,23580,23780,23460,23620,147674
2016-02-24 15:29:59.712,23560,23580,23220,23440,140484
2016-02-25 15:29:59.712,23440,23740,23440,23580,133635
2016-02-26 15:29:59.712,23600,23740,23440,23440,177344
2016-02-29 15:29:59.712,23580,23880,23520,23560,288680
2016-03-02 15:29:59.712,24000,24140,23920,23940,236372
2016-03-03 15:29:59.712,24260,24400,24040,24400,218991
2016-03-04 15:29:59.712,24400,24560,24040,24300,201490
2016-03-07 15:29:59.712,24400,24620,24300,24460,131376
2016-03-08 15:29:59.712,24460,24480,23720,23840,216202
2016-03-09 15:29:59.712,23760,23980,23540,23880,183380
2016-03-10 15:29:59.712,24160,24720,24020,24500,283540
2016-03-11 15:29:59.712,24500,25060,24320,24980,267225
2016-03-14 15:29:59.712,25340,25460,24980,25100,217154
2016-03-15 15:29:59.712,25100,25280,24920,25060,172808
2016-03-16 15:29:59.712,25120,25260,25060,25120,146856
2016-03-17 15:29:59.712,25300,25920,25140,25260,246869
2016-03-18 15:29:59.712,25560,25560,25260,25460,225314
2016-03-21 15:29:59.712,25480,25580,25160,25340,181170
2016-03-22 15:29:59.712,25340,25580,25240,25380,202872
2016-03-23 15:29:59.712,25380,25580,25240,25580,197418
2016-03-24 15:29:59.712,25580,25800,25320,25640,218795
2016-03-25 15:29:59.712,25660,25800,25560,25760,143446
2016-03-28 15:29:59.712,25760,26000,25760,25880,121218
2016-03-29 15:29:59.712,25880,26000,25700,25800,172454
2016-03-30 15:29:59.712,26200,26420,26040,26160,267605
2016-03-31 15:29:59.712,26120,26280,25960,26240,382615
2016-04-01 15:29:59.712,25980,26180,25420,25580,271156
2016-04-04 15:29:59.712,25580,26100,25580,26100,188046
2016-04-05 15:29:59.712,25980,25980,25200,25200,236319
2016-04-06 15:29:59.712,25380,25820,25360,25700,184234
2016-04-07 15:29:59.712,26000,26000,25160,25380,258795
2016-04-08 15:29:59.712,25380,25380,24800,24920,251868
2016-04-11 15:29:59.712,24920,25420,24920,25320,120693
2016-04-12 15:29:59.712,25400,25620,25320,25500,134054
2016-04-14 15:29:59.712,26000,26040,25780,26000,335327
2016-04-15 15:29:59.712,26180,26200,25800,26000,136599
2016-04-18 15:29:59.712,25900,26100,25840,25980,128474
2016-04-19 15:29:59.712,25880,25920,25660,25760,144766
2016-04-20 15:29:59.712,25640,26000,25640,25980,171972
2016-04-21 15:29:59.712,26000,26020,25760,25880,145089
2016-04-22 15:29:59.712,25880,25880,25540,25600,114830
2016-04-25 15:29:59.712,25700,25700,25420,25620,91957
2016-04-26 15:29:59.712,25700,26100,25660,25920,166901
2016-04-27 15:29:59.712,25880,26000,25720,26000,165946
2016-04-28 15:29:59.712,26000,26000,25220,25300,293069
2016-04-29 15:29:59.712,25200,25340,24840,24900,325078
2016-05-02 15:29:59.712,24940,25240,24900,25000,140552
2016-05-03 15:29:59.712,25340,25400,25120,25220,158066
2016-05-04 15:29:59.712,25440,25800,25240,25800,294055
2016-05-09 15:29:59.712,25800,26000,25700,25980,274362
2016-05-10 15:29:59.712,25980,26000,25760,25920,171191
2016-05-11 15:29:59.712,25920,25980,25740,25840,176688
2016-05-12 15:29:59.712,25840,25840,25500,25620,152302
2016-05-13 15:29:59.712,25620,25620,25020,25060,245698
2016-05-16 15:29:59.712,25060,25260,24940,24960,234403
2016-05-17 15:29:59.712,24980,25300,24980,25280,183671
2016-05-18 15:29:59.712,25280,25420,25100,25360,183392
2016-05-19 15:29:59.712,25360,25540,25320,25400,200249
2016-05-20 15:29:59.712,25400,25600,25380,25380,159211
2016-05-23 15:29:59.712,25380,25720,25380,25720,162251
2016-05-24 15:29:59.712,25720,25780,25360,25420,208692
2016-05-25 15:29:59.712,25660,25960,25480,25900,237255
2016-05-26 15:29:59.712,25980,26060,25900,25920,253073
2016-05-27 15:29:59.712,26000,26020,25460,25640,274891
2016-05-30 15:29:59.712,25940,25940,25480,25600,206307
2016-05-31 15:29:59.712,25600,26000,25360,25840,1250554
2016-06-01 15:29:59.712,25960,26820,25900,26660,470080
2016-06-02 15:29:59.712,27000,27440,26920,27300,476139
2016-06-03 15:29:59.712,27400,27580,27280,27540,341324
2016-06-07 15:29:59.712,27720,28040,27600,27960,462843
2016-06-08 15:29:59.712,28380,28380,27780,28120,376162
2016-06-09 15:29:59.712,28160,28600,28120,28600,515375
2016-06-10 15:29:59.712,28480,28500,28080,28120,289681
2016-06-13 15:29:59.712,27920,27920,27240,27420,304966
2016-06-14 15:29:59.712,27420,27720,27380,27600,245461
2016-06-15 15:29:59.712,27700,28320,27660,28260,306689
2016-06-16 15:29:59.712,28260,28340,27900,28180,292431
2016-06-17 15:29:59.712,28200,28700,28200,28520,328394
2016-06-20 15:29:59.712,28540,28960,28520,28620,270316
2016-06-21 15:29:59.712,28640,28980,28520,28960,200411
2016-06-22 15:29:59.712,28920,29000,28620,28900,178965
2016-06-23 15:29:59.712,28880,28900,28540,28600,225126
2016-06-24 15:29:59.712,28900,28900,27200,28000,411052
2016-06-27 15:29:59.712,28000,28100,27700,27960,236780
2016-06-28 15:29:59.712,27800,28080,27580,27980,214379
2016-06-29 15:29:59.712,28160,28240,27820,27920,210541
2016-06-30 15:29:59.712,28160,28900,27940,28500,273434
2016-07-01 15:29:59.712,28540,29580,28540,29320,287872
2016-07-04 15:29:59.712,29280,29480,29020,29320,159900
2016-07-05 15:29:59.712,29320,29500,29240,29380,157407
2016-07-06 15:29:59.712,28940,29040,28240,28420,334983
2016-07-07 15:29:59.712,28420,29000,28320,29000,229904
2016-07-08 15:29:59.712,29000,29500,28980,29200,269963
2016-07-11 15:29:59.712,29200,30000,29200,29780,281136
2016-07-12 15:29:59.712,29980,30100,29200,29280,220494
2016-07-13 15:29:59.712,29920,29920,29260,29620,200198
2016-07-14 15:29:59.712,29620,30000,29520,30000,248605
2016-07-15 15:29:59.712,30000,30440,29720,30360,232463
2016-07-18 15:29:59.712,30360,30660,30000,30660,231344
2016-07-19 15:29:59.712,30560,30800,30440,30660,202445
2016-07-20 15:29:59.712,30660,30840,30480,30800,155463
2016-07-21 15:29:59.712,30800,30940,30740,30860,170894
2016-07-22 15:29:59.712,30120,30560,30120,30320,171703
2016-07-25 15:29:59.712,30000,30460,29900,30040,154650
2016-07-26 15:29:59.712,30000,30620,29960,30600,144570
2016-07-27 15:29:59.712,30240,30580,30240,30540,126701
2016-07-28 15:29:59.712,30660,30720,29960,30140,190074
2016-07-29 15:29:59.712,30400,31140,30220,30780,299712
2016-08-01 15:29:59.712,31380,31600,31200,31360,230308
2016-08-02 15:29:59.712,31360,31360,30920,30960,166316
2016-08-03 15:29:59.712,30960,30960,30340,30340,150098
2016-08-04 15:29:59.712,30380,30660,30340,30340,140199
2016-08-05 15:29:59.712,30580,31280,30500,31220,139177
2016-08-08 15:29:59.712,31320,31500,31120,31380,222503
2016-08-09 15:29:59.712,31480,31580,31140,31340,180464
2016-08-10 15:29:59.712,31340,31400,30680,30820,246807
2016-08-11 15:29:59.712,30820,31180,30520,31180,210672
2016-08-12 15:29:59.712,31180,31400,30880,30900,209497
2016-08-16 15:29:59.712,30900,31520,30900,31360,216862
2016-08-17 15:29:59.712,31380,31400,31020,31320,148929
2016-08-18 15:29:59.712,31340,32880,31320,32800,366541
2016-08-19 15:29:59.712,32760,33500,32720,33500,336103
2016-08-22 15:29:59.712,33480,33840,33180,33300,252244
2016-08-23 15:29:59.712,33300,33880,33140,33740,230914
2016-08-24 15:29:59.712,33600,33640,32720,33060,318771
2016-08-25 15:29:59.712,32600,33180,32440,32780,283476
2016-08-26 15:29:59.712,32120,32460,32060,32240,241160
2016-08-29 15:29:59.712,32040,32800,31940,32800,178515
2016-08-30 15:29:59.712,32940,33420,32660,32900,156992
2016-08-31 15:29:59.712,32820,32820,32220,32400,410644
2016-09-01 15:29:59.712,31660,31760,31260,31740,375803
2016-09-02 15:29:59.712,31900,32260,31760,31940,163060
2016-09-05 15:29:59.712,31800,32300,31700,32120,167676
2016-09-06 15:29:59.712,32140,32900,31940,32860,153203
2016-09-07 15:29:59.712,32960,33040,32420,32420,191837
2016-09-08 15:29:59.712,32460,32780,32280,32780,241417
2016-09-09 15:29:59.712,32220,32360,31280,31500,265168
2016-09-12 15:29:59.712,29800,30120,29120,29300,529987
2016-09-13 15:29:59.712,30160,30980,29900,30540,494345
2016-09-19 15:29:59.712,30760,31380,30720,31160,448163
2016-09-20 15:29:59.712,31180,31760,31180,31700,258423
2016-09-21 15:29:59.712,31900,32020,31520,31840,210181
2016-09-22 15:29:59.712,32000,32820,31980,32360,228599
2016-09-23 15:29:59.712,31640,31960,31320,31420,365993
2016-09-26 15:29:59.712,31420,31920,31280,31360,290496
2016-09-27 15:29:59.712,31000,31500,30660,31380,196688
2016-09-28 15:29:59.712,31080,31460,31080,31340,174128
2016-09-29 15:29:59.712,31460,32380,31440,32000,227951
2016-09-30 15:29:59.712,31800,32300,31700,31960,235254
2016-10-04 15:29:59.712,32200,32480,32120,32280,261062
2016-10-05 15:29:59.712,32020,32520,31940,32380,249409
2016-10-06 15:29:59.712,33920,34000,33340,33820,591163
2016-10-07 15:29:59.712,34000,34320,33800,34120,521011
2016-10-10 15:29:59.712,33000,33780,32560,33600,505866
2016-10-11 15:29:59.712,32000,32500,30900,30900,768543
2016-10-12 15:29:59.712,29900,30900,29880,30700,781771
2016-10-13 15:29:59.712,31000,31620,30900,31140,437291
2016-10-14 15:29:59.712,30960,31760,30940,31540,283179
2016-10-17 15:29:59.712,31300,32040,30760,31800,255704
2016-10-18 15:29:59.712,31440,31900,31440,31780,207690
2016-10-19 15:29:59.712,31580,32860,31500,32500,308891
2016-10-20 15:29:59.712,32520,33020,32180,32400,206609
2016-10-21 15:29:59.712,32120,32260,31760,31780,209550
2016-10-24 15:29:59.712,31860,32160,31800,32160,185799
2016-10-25 15:29:59.712,32000,32080,31840,31940,197322
2016-10-26 15:29:59.712,31940,31980,31240,31340,210680
2016-10-27 15:29:59.712,31420,32340,31120,31460,282340
2016-10-28 15:29:59.712,31600,32280,31600,32280,204284
2016-10-31 15:29:59.712,32320,32780,32220,32780,241344
2016-11-01 15:29:59.712,32600,33040,32240,33040,206948
2016-11-02 15:29:59.712,32800,33040,32620,32860,201985
2016-11-03 15:29:59.712,32600,32800,32120,32320,206837
2016-11-04 15:29:59.712,32100,32680,32100,32540,142077
2016-11-07 15:29:59.712,32940,33000,32680,32800,153238
2016-11-08 15:29:59.712,32980,32980,32700,32880,108349
2016-11-09 15:29:59.712,32920,33140,31820,31920,313672
2016-11-10 15:29:59.712,32600,33000,32360,32980,235907
2016-11-11 15:29:59.712,31700,32360,31700,31960,256736
2016-11-14 15:29:59.712,31900,31920,31040,31060,302666
2016-11-15 15:29:59.712,31060,31620,30780,30780,273314
2016-11-16 15:29:59.712,30800,31280,30800,31160,266164
2016-11-17 15:29:59.712,31100,31520,30900,31360,157411
2016-11-18 15:29:59.712,31640,31760,31400,31720,189215
2016-11-21 15:29:59.712,31300,32120,31300,31860,163604
2016-11-22 15:29:59.712,32140,32900,32000,32800,195022
2016-11-23 15:29:59.712,33220,33220,32520,32980,253372
2016-11-24 15:29:59.712,32980,33040,32660,33000,155143
2016-11-25 15:29:59.712,32820,33040,32660,33000,125538
2016-11-28 15:29:59.712,33000,33620,32800,33540,265881
2016-11-29 15:29:59.712,33800,33960,33380,33540,361626
2016-11-30 15:29:59.712,33540,34940,33540,34920,570704
2016-12-01 15:29:59.712,34800,35060,34660,34980,310707
2016-12-02 15:29:59.712,34480,34760,34140,34540,307059
2016-12-05 15:29:59.712,34340,34680,34220,34360,169692
2016-12-06 15:29:59.712,34440,35200,34400,34960,280036
2016-12-07 15:29:59.712,35040,35480,35040,35440,192073
2016-12-08 15:29:59.712,35980,36020,35520,35800,329251
2016-12-09 15:29:59.712,35900,35900,35400,35600,213049
2016-12-12 15:29:59.712,34660,35360,34660,35040,228289
2016-12-13 15:29:59.712,34620,35440,34620,35320,233689
2016-12-14 15:29:59.712,35560,35680,35280,35540,149102
2016-12-15 15:29:59.712,34820,35500,34820,35180,115471
2016-12-16 15:29:59.712,35300,36020,35200,35860,234954
2016-12-19 15:29:59.712,35620,36380,35620,35900,108716
2016-12-20 15:29:59.712,35920,36400,35840,36240,152304
2016-12-21 15:29:59.712,36360,36600,36020,36100,131042
2016-12-22 15:29:59.712,36260,36300,35980,36180,127092
2016-12-23 15:29:59.712,36020,36080,35600,35640,166697
2016-12-26 15:29:59.712,35600,36000,35560,35960,96472
2016-12-27 15:29:59.712,35980,36200,35860,35980,93069
2016-12-28 15:29:59.712,35840,35980,35600,35760,133258
2016-12-29 15:29:59.712,35420,36040,35400,36040,150329
2017-01-02 15:29:59.712,35980,36240,35880,36100,93012
2017-01-03 15:29:59.712,36280,36620,36020,36480,147153
2017-01-04 15:29:59.712,36500,36520,36100,36160,159435
2017-01-05 15:29:59.712,36060,36060,35540,35560,219349
2017-01-06 15:29:59.712,36180,36440,36040,36200,177619
2017-01-09 15:29:59.712,36600,37500,36560,37220,263898
2017-01-10 15:29:59.712,37280,37400,37080,37240,181996
2017-01-11 15:29:59.712,37520,38560,37420,38280,240363
2017-01-12 15:29:59.712,38000,38800,37980,38800,233383
2017-01-13 15:29:59.712,38100,38320,37460,37460,319089
2017-01-16 15:29:59.712,36860,37820,36320,36660,332230
2017-01-17 15:29:59.712,36580,37460,36580,36960,163014
2017-01-18 15:29:59.712,37040,37500,36620,36940,177508
2017-01-19 15:29:59.712,37720,37920,37020,37480,188378
2017-01-20 15:29:59.712,37120,37420,36880,37200,183700
2017-01-23 15:29:59.712,37200,38060,37000,38060,176208
2017-01-24 15:29:59.712,38120,38580,37880,38160,220975
2017-01-25 15:29:59.712,38340,39400,38320,39400,268677
2017-01-26 15:29:59.712,39420,40000,39420,39900,304290
2017-01-31 15:29:59.712,39900,39900,39460,39460,359844
2017-02-01 15:29:59.712,39540,39660,39040,39120,283008
2017-02-02 15:29:59.712,39600,39660,39200,39360,300586
2017-02-03 15:29:59.712,39400,39500,39180,39460,207727
2017-02-06 15:29:59.712,39580,39660,39140,39560,177214
2017-02-07 15:29:59.712,39560,39580,38760,38820,280836
2017-02-08 15:29:59.712,38740,38780,38200,38400,341859
2017-02-09 15:29:59.712,38780,38840,38220,38400,273883
2017-02-10 15:29:59.712,38400,38760,38300,38360,220415
2017-02-13 15:29:59.712,37740,38060,37720,37960,222041
2017-02-14 15:29:59.712,37960,38260,37320,37580,262483
2017-02-15 15:29:59.712,37080,37960,37080,37720,283831
2017-02-16 15:29:59.712,37800,38360,37780,38020,204527
2017-02-17 15:29:59.712,37560,38040,37280,37860,307549
2017-02-20 15:29:59.712,38220,38780,38160,38660,149716
2017-02-21 15:29:59.712,38540,39560,38420,38940,211252
2017-02-22 15:29:59.712,39000,39340,38980,39300,170789
2017-02-23 15:29:59.712,39020,39440,39020,39180,204346
2017-02-24 15:29:59.712,38960,39100,38060,38220,185937
2017-02-27 15:29:59.712,38020,38140,37700,38060,180674
2017-02-28 15:29:59.712,38060,38760,37960,38440,301774
2017-03-02 15:29:59.712,38420,39860,38420,39720,424996
2017-03-03 15:29:59.712,39340,39720,39160,39620,254174
2017-03-06 15:29:59.712,39220,40220,39220,40080,244697
2017-03-07 15:29:59.712,39800,40320,39800,40200,211065
2017-03-08 15:29:59.712,40200,40620,40140,40200,242819
2017-03-09 15:29:59.712,40200,40300,40020,40200,287445
2017-03-10 15:29:59.712,39960,40420,39860,40180,204556
2017-03-13 15:29:59.712,40040,40980,40040,40600,148482
2017-03-14 15:29:59.712,40620,41540,40500,41360,226501
2017-03-15 15:29:59.712,40800,41440,40800,41400,191757
2017-03-16 15:29:59.712,41800,42180,41540,41840,198663
2017-03-17 15:29:59.712,41800,42500,41720,42400,252046
2017-03-20 15:29:59.712,42000,42120,41740,41900,205001
2017-03-21 15:29:59.712,41780,42680,41760,42560,284403
2017-03-22 15:29:59.712,41600,42460,41580,42460,328545
2017-03-23 15:29:59.712,42200,42360,41700,41800,307942
2017-03-24 15:29:59.712,41600,41980,41080,41500,256163
2017-03-27 15:29:59.712,41200,41880,41180,41200,243553
2017-03-28 15:29:59.712,41560,41840,41380,41480,164325
2017-03-29 15:29:59.712,41740,41960,41580,41780,201865
2017-03-30 15:29:59.712,41880,42440,41880,41980,164080
2017-03-31 15:29:59.712,41820,42020,41200,41200,210006
2017-04-03 15:29:59.712,41400,41720,41300,41440,191588
2017-04-04 15:29:59.712,41600,42180,41520,42080,245110
2017-04-05 15:29:59.712,41900,42240,41700,42140,213994
2017-04-06 15:29:59.712,42000,42080,41600,41840,193668
2017-04-07 15:29:59.712,41800,41820,41160,41600,200420
2017-04-10 15:29:59.712,41940,41940,41500,41940,142827
2017-04-11 15:29:59.712,41940,41940,41580,41600,143458
2017-04-12 15:29:59.712,41860,41940,41700,41900,165498
2017-04-13 15:29:59.712,41660,42460,41660,42420,180816
2017-04-14 15:29:59.712,42160,42260,41760,42020,109257
2017-04-17 15:29:59.712,42000,42080,41520,41560,104495
2017-04-18 15:29:59.712,41680,41820,41280,41500,137213
2017-04-19 15:29:59.712,41300,41420,40900,40900,235258
2017-04-20 15:29:59.712,40580,40800,40080,40280,422977
2017-04-21 15:29:59.712,40480,41400,40480,40760,302610
2017-04-24 15:29:59.712,41260,41260,40920,41240,179803
2017-04-25 15:29:59.712,41460,42740,41320,42700,385992
2017-04-26 15:29:59.712,42700,42800,42520,42800,295896
2017-04-27 15:29:59.712,42700,44520,41960,43840,460645
2017-04-28 15:29:59.712,45780,45800,44520,44620,453714
2017-05-02 15:29:59.712,45500,45500,44760,44900,281366
2017-05-04 15:29:59.712,45700,45700,44860,45520,273802
2017-05-08 15:29:59.712,45520,47020,45340,47020,391651
2017-05-10 15:29:59.712,46160,47220,45600,45600,468219
2017-05-11 15:29:59.712,45420,46180,45220,45500,425557
2017-05-12 15:29:59.712,45760,46160,45660,45820,188458
2017-05-15 15:29:59.712,45620,46280,45620,46100,160028
2017-05-16 15:29:59.712,46660,46800,46100,46380,176075
2017-05-17 15:29:59.712,46120,46640,46100,46340,148489
2017-05-18 15:29:59.712,45740,46000,45540,45940,223207
2017-05-19 15:29:59.712,45640,45780,44720,44720,315247
2017-05-22 15:29:59.712,45040,45380,44760,45100,352871
2017-05-23 15:29:59.712,45400,45580,44900,44920,252141
2017-05-24 15:29:59.712,44860,45300,44800,44880,173508
2017-05-25 15:29:59.712,45160,45680,44800,45680,260896
2017-05-26 15:29:59.712,45600,46460,45540,46080,272273
2017-05-29 15:29:59.712,46220,46400,45380,45620,174791
2017-05-30 15:29:59.712,45520,45660,44480,44640,248672
2017-05-31 15:29:59.712,44580,45020,44400,44700,373382
2017-06-01 15:29:59.712,44860,44900,44400,44680,195070
2017-06-02 15:29:59.712,45060,45960,45000,45960,249775
2017-06-05 15:29:59.712,46040,46360,45720,45940,151988
2017-06-07 15:29:59.712,46500,46500,45240,45300,274588
2017-06-08 15:29:59.712,45000,45580,45000,45160,279575
2017-06-09 15:29:59.712,45680,46440,45600,46100,234657
2017-06-12 15:29:59.712,45420,45600,45140,45380,219086
2017-06-13 15:29:59.712,45140,45620,45140,45400,172498
2017-06-14 15:29:59.712,45800,46060,45240,45360,203334
2017-06-15 15:29:59.712,45680,45920,45180,45680,193140
2017-06-16 15:29:59.712,45500,45940,45460,45580,348069
2017-06-19 15:29:59.712,45580,46560,45560,46560,226078
2017-06-20 15:29:59.712,47240,48140,47220,48140,300900
2017-06-21 15:29:59.712,47740,48120,47480,47480,199473
2017-06-22 15:29:59.712,47960,48080,47720,47960,229116
2017-06-23 15:29:59.712,47600,47780,47420,47620,190302
2017-06-26 15:29:59.712,47520,48360,47520,48280,171056
2017-06-27 15:29:59.712,48220,48400,47900,48300,192335
2017-06-28 15:29:59.712,47600,48000,47560,47700,191450
2017-06-29 15:29:59.712,48040,48320,47940,47940,166131
2017-06-30 15:29:59.712,47500,47620,47100,47540,237551
2017-07-03 15:29:59.712,47500,47780,47120,47220,136111
2017-07-04 15:29:59.712,47160,47400,46900,47000,159220
2017-07-05 15:29:59.712,46820,47680,46780,47580,212805
2017-07-06 15:29:59.712,48000,48100,47720,48060,218461
2017-07-07 15:29:59.712,47740,48120,47620,47860,162638
2017-07-10 15:29:59.712,48500,48900,48320,48660,215855
2017-07-11 15:29:59.712,48640,49000,48280,49000,194356
2017-07-12 15:29:59.712,49000,50000,48840,49880,189723
2017-07-13 15:29:59.712,50080,50940,50040,50560,320683
2017-07-14 15:29:59.712,51000,51080,50420,50480,164780
2017-07-17 15:29:59.712,50900,51020,50520,50640,179522
2017-07-18 15:29:59.712,50420,50880,50360,50840,141689
2017-07-19 15:29:59.712,50620,50820,50000,50740,223150
2017-07-20 15:29:59.712,50760,51320,50560,51200,167352
2017-07-21 15:29:59.712,50860,51160,50520,51080,168981
2017-07-24 15:29:59.712,50700,51000,50620,50860,141995
2017-07-25 15:29:59.712,50500,50760,49940,50000,216212
2017-07-26 15:29:59.712,49600,50020,49300,49840,224496
2017-07-27 15:29:59.712,50000,50640,49560,49800,228990
2017-07-28 15:29:59.712,49800,49800,47380,47760,523366
2017-07-31 15:29:59.712,47420,48240,46920,48200,254028
2017-08-01 15:29:59.712,48000,48840,47540,48600,227390
2017-08-02 15:29:59.712,49200,49340,48600,49000,155549
2017-08-03 15:29:59.712,49000,49000,47120,47780,310816
2017-08-04 15:29:59.712,48160,48180,47500,47700,167184
2017-08-07 15:29:59.712,47500,48080,47440,47580,144365
2017-08-08 15:29:59.712,47980,48260,47480,47720,159592
2017-08-09 15:29:59.712,47400,47400,46240,46280,291108
2017-08-10 15:29:59.712,46200,46320,45460,45900,459723
2017-08-11 15:29:59.712,45120,45300,44220,44620,508146
2017-08-14 15:29:59.712,45120,45400,44720,45000,383712
2017-08-16 15:29:59.712,46220,46380,46000,46200,438273
2017-08-17 15:29:59.712,46960,47300,46740,47040,248317
2017-08-18 15:29:59.712,46760,47240,46240,46900,209559
2017-08-21 15:29:59.712,47240,47240,46580,46840,102069
2017-08-22 15:29:59.712,46820,47160,46700,47000,147635
2017-08-23 15:29:59.712,47780,47780,47180,47480,187694
2017-08-24 15:29:59.712,47520,47660,47340,47520,173149
2017-08-25 15:29:59.712,47880,47880,46720,47020,224871
2017-08-28 15:29:59.712,47020,47240,45960,46100,199242
2017-08-29 15:29:59.712,45640,46080,45160,46080,252473
2017-08-30 15:29:59.712,46380,46400,45960,46200,150260
2017-08-31 15:29:59.712,46220,46640,46000,46320,220234
2017-09-01 15:29:59.712,46460,46640,46300,46480,212834
2017-09-04 15:29:59.712,45780,46360,45500,46040,158870
2017-09-05 15:29:59.712,46240,46900,45960,46760,234322
